Whse,ItemCode,ItemDescription,DisplayDescription,CommodityCode,CommodityClass,ItemCode,OHQty,AllocQty,AvailQty,WAC,ExtWAC,Loc1,Loc2,Loc3,Manufacturer,MfrPartNumber
01ALC,FB027141A-RF,HARDDRIVE OPERATIONS GATEWAY H,,NETWORK,DISK DRIVE,|FB027141A-RF,2,0,2,10491.685,20983.37,1,,,ALCATEL-LUCENT NORTH AMERICA,FB027141A
01ALC,FC9565W8C1,CARD 88-CH 8D-ROADM (WMP5-W8C1,,NETWORK,CARD,|FC9565W8C1,1,0,1,1300,1300,1,,,FUJITSU,FC9565W8C1
01ALC,FC9570B50D,REFURB SFP GE CWDM 1551NM  MFD,,NETWORK,PIC,|FC9570B50D,10,0,10,824.5,8245,1,,,FUJITSU,FC9570B50D
01ALC,FC95700090,SFP OC-48 IR-1,,NETWORK,OPTIC,|FC95700090,1,0,1,150,150,1,,,FUJITSU,FC95700090
01ALC,FC9580C2C2,CARD OC-12 INTFC FW4500 C/T FC,,NETWORK,CARD,|FC9580C2C2,1,0,1,425,425,1,,,FUJITSU,FC9580C2C2
01ALC,FC9580VF21I02,PIC 20G VT SW FABRIC FW4500,,NETWORK,CARD,|FC9580VF21I02,1,0,1,3130,3130,1,,,FUJITSU,FC9580VF21I02
01ALC,FC9682LAM5,PIC FW LAMBDA ACCESS UNIT,,NETWORK,CARD,|FC9682LAM5,22,0,22,162.727272,3580,1,,,FUJITSU,FC9682LAM5I04
01ALC,FC9682QMC1I05,PIC 40G MUXPONDER UNIT,,NETWORK,PIC,|FC9682QMC1I05,2,0,2,2412.5,4825,1,,,FUJITSU,FC9682QMC1
01ALC,FC9682RDC1,ROADM WSS SWITCH FABRIC FW7500,,NETWORK,PIC,|FC9682RDC1,1,0,1,3750,3750,1,,,FUJITSU,FC9682RDC1
01ALC,FC9682SHP3I07,REFURB CARD NEM I04-I07 FW7500,,NETWORK,PIC,|FC9682SHP3I07,2,0,2,339.595,679.19,1,,,FUJITSU,FC9682SHP3
01ALC,FC9682SMC1-RF,CARD 10G 8XOC-N/GE TO OTN MUXP,,NETWORK,CARD,|FC9682SMC1-RF,7,0,7,6076.964286,42538.75,1,,,FUJITSU,FC9682SMC1
01ALC,FC9682U5C2,PIC TRANSPONDER 10G UNIVERSAL,,NETWORK,PIC,|FC9682U5C2,2,0,2,6700,13400,1,,,FUJITSU,FC9682U5C2
01ALC,NTCA06FP-RF,TRANSCEIVER OPTERA DX OPT,,NETWORK,TRANSCEIVER,|NTCA06FP-RF,2,0,2,2400,4800,1,,,NORTEL,NTCA06FP
01ALC,NTCA06FPS11,PIC OPTERA DX OPT TRCVR NTCA06,,NETWORK,PIC,|NTCA06FPS11,1,0,1,2400,2400,1,,,NORTEL,NTCA06FP
01ALC,NTLX44AA-RF,CARD MG-4000 MEDIA GATEWAY 400,,NETWORK,CARD,|NTLX44AA-RF,1,0,1,18750,18750,1,,,NORTEL,NTLX44AA
01ALC,NT1X55FA-RF,CARD SCSI DDU MFD,,NETWORK,PIC,|NT1X55FA-RF,1,0,1,4700,4700,1,,,NORTEL,NT1X55FA
01ALC,NT7E27DA-S06-RF,CARD FDN600 ESI,,NETWORK,PIC,|NT7E27DA-S06-RF,1,0,1,150,150,1,,,NORTEL,NT7E27DA
01ALC,NT7E33CA-RF,CARD INTERFACE OC12 STS,,NETWORK,CARD,|NT7E33CA-RF,2,0,2,102.835,205.67,1,,,NORTEL,NT7E33CA
01ALC,NT8E01PDS01-RF,PIC OCI48 RING TRMT FDN2400 MF,,NETWORK,PIC,|NT8E01PDS01-RF,3,0,3,2366.403333,7099.21,1,,,NORTEL,NT8E01PD
01ALC,NT8E01PX-RF,CARD OC-48 TRANSMITTER FDN2400,,NETWORK,PIC,|NT8E01PX-RF,1,0,1,2250,2250,1,,,NORTEL,NT8E01PX
01ALC,011002401C,PIC PON CH UN 622MBPS HDND,,NETWORK,PIC,|011002401C,40,0,40,284.0975,11363.9,1,,,TELLABS,0110-0240-1C
01ALC,0120-0162-RF,CARD GBE222 UPLINK/TRANSPORT U,,NETWORK,PIC,|0120-0162-RF,17,0,17,3510.134514,59672.29,1,,,TELLABS,0120-0162
01ALC,0410-0448-RF,SFP GIGE SR MFD,,NETWORK,PIC,|0410-0448-RF,10,0,10,141.575,1415.75,1,,,TELLABS,0410-0448
01ALC,04700091A,PIC MAXLINK VIDEO OPT AMP,,NETWORK,PIC,|04700091A,10,0,10,37500,375000,1,,,TELLABS,0470-0009-1A
01ALC,090-42110-01-RF,CARD DCD GPS TMG RCVR MFD,,NETWORK,PIC,|090-42110-01-RF,1,0,1,5630,5630,WHSE,,,SYMMETRICOM,090-42110-01
01ALC,090-45100-11-RF,SHELF DCD-LPR,,NETWORK,SHELF,|090-45100-11-RF,5,0,5,75,375,1,,,SYMMETRICOM,090-45100-11
01ALC,11030128REV02,PIC CBX 500 8 PORT DS3 PROCR C,,NETWORK,CARD,|11030128REV02,3,0,3,8175,24525,1,,,ADTRAN,11030128REV02
01ALC,1179632G1-RF,SHELF TA1248V DSLAM HOST 3RD G,,NETWORK,PIC,|1179632G1-RF,1,0,1,2321.96,2321.96,1,,,ADTRAN,1179632G1
01ALC,1187040F1,MODULE SWITCH TA5000 SM40 4-10,,NETWORK,MODULE,|1187040F1,44,0,44,3600,158400,1,,,ADTRAN,1187040F1
01ALC,170-0101-902,CARD PWR SUPPLY PLUGGABLE DC51,,NETWORK,CARD,|170-0101-902,4,0,4,1660.3225,6641.29,1,,,CIENA,170-0101-902
01ALC,170-5100-900,CARD 10G 2PORT XFP EXT FEATURE,,NETWORK,CARD,|170-5100-900,10,0,10,1052.380952,10523.81,1,,,CIENA,170-5100-900
01ALC,170-5150-900,SWITCH 5150 48-100/1000M 2-10G,,NETWORK,SWCH,|170-5150-900,5,0,5,3680.5,18402.5,1,,,CIENA,170-5150-900
01ALC,23478486-000-0,TSG T1/E1 FRM GEN W/BP MFD C/T,,NETWORK,PIC,|23478486-000-0,2,0,2,555,1110,1,,,SYMMETRICOM,23478486-000-0
01ALC,3FE24323AA,CARD PWIO-B FOR ALU-7330 GENER,,NETWORK,CARD,|3FE24323AA,2,0,2,420.866951,841.73,1,,,ALCATEL-LUCENT NORTH AMERICA,3FE24323AA
01ALC,3FE24323AA04,PIC PWIO-B GEN FACILITIES,,NETWORK,PIC,|3FE24323AA04,57,0,57,420.866951,23989.42,1,,,ALCATEL-LUCENT NORTH AMERICA,3FE24323AA04
01ALC,3FE68954AB,CARD FGLT-B 16PGPON LT,,NETWORK,CARD,|3FE68954AB,1,0,1,1500,1500,1,,,ALCATEL-LUCENT NORTH AMERICA,3FE68954AB
01ALC,3FE72955AA,CARD FWLT-B 8 PORT NG-PON2,,NETWORK,CARD,|3FE72955AA,19,0,19,3195.573501,60715.9,1,,,ALCATEL-LUCENT NORTH AMERICA,3FE72955AA
01ALC,8003851404,PIC MODULAR SERVICES CARD MFD,,NETWORK,PIC,|8003851404,1,0,1,65262.77,65262.77,1,,,CISCO,8003851404
01ALC,82.71T-CDWDMS-R6,CFP DWDM TUNABLE 88CH STRAIGHT,,NETWORK,OPTIC,|82.71T-CDWDMS-R6,12,0,12,8790.32258,105483.87,1,,,INFINERA,82.71T-CDWDMS-R6
01ALC,9080396REV01,REFURB CARD SE800 OC3C STM1 AT,,NETWORK,PIC,|9080396REV01,1,0,1,431.92,431.92,1,,,ERICSSON,908-0396
01ALC,546595-001-00,ONT MOTO GPON 1000GJI (FTR CLE,,OSP,ONT,|546595-001-00,2,0,2,1200,2400,1,,,MOTOROLA,546595-001-00
01ALN,FTRASSY4100ES,KIT START UP FOR 4100 ES BASEK,,NETWORK,KIT,|FTRASSY4100ES,2,0,2,45.25,90.5,WHSE,,,FUJITSU,FTRASSY4100ES
01ALN,NT8E01PDS01-RF,PIC OCI48 RING TRMT FDN2400 MF,,NETWORK,PIC,|NT8E01PDS01-RF,4,0,4,800,3200,1,,,NORTEL,NT8E01PD
01ALN,001-0002-01,KIT Z33 GSP2 I-TEMP CHASSIS 2C,,NETWORK,KIT,|001-0002-01,3,0,3,768.51,2305.53,1,,,CIENA,001-0002-01
01ALN,002-0451-01,KIT SFP+ TUNABLE ITU C-BAND&JU,,NETWORK,OPTIC,|002-0451-01,1,0,1,1946.541111,1946.54,1,,,CIENA,002-0451-01
01ALN,004-0140-01,KIT WSS-F8 AND FIBER JUMPER Z,,NETWORK,KIT,|004-0140-01,2,0,2,8616.656667,17233.31,1,,,CIENA,004-0140-01
01ALN,280-0009-00,SFP 155M - 2.67G 5KM Z SERIES,,NETWORK,OPTIC,|280-0009-00,11,0,11,69.378182,763.16,1,,,CIENA,280-0009-00
01ALN,280-0010-00,SFP 155M- 2.67G 20KM Z SERIESM,,NETWORK,OPTIC,|280-0010-00,27,0,27,138.17037,3730.6,1,,,CIENA,280-0010-00
01ALN,280-0011-00,SFP 155M -2.67G 40KM Z SERIES,,NETWORK,OPTIC,|280-0011-00,12,0,12,404.465833,4853.59,1,,,CIENA,280-0011-00
01ALN,280-0030-00,SFP 1000BASE-LX I-TEMP Z SERIE,,NETWORK,PIC,|280-0030-00,50,0,50,60.230351,3011.52,1,,,CIENA,280-0030-00
01ALN,280-0069-00,SFP CWDM 1510NM 80KM Z SERIES,,NETWORK,OPTIC,|280-0069-00,2,0,2,470.4,940.8,1,,,CIENA,280-0069-00
01ALN,280-0071-00,SFP CWDM 1550NM 80KM Z SERIES,,NETWORK,OPTIC,|280-0071-00,4,0,4,470.4,1881.6,1,,,CIENA,280-0071-00
01ALN,280-0073-00,SFP CWDM 1590NM 80KM Z SERIES,,NETWORK,OPTIC,|280-0073-00,1,0,1,470.4,470.4,1,,,CIENA,280-0073-00
01ALN,280-0074-00,SFP CWDM 1610NM 80KM Z SERIES,,NETWORK,OPTIC,|280-0074-00,1,0,1,470.4,470.4,1,,,CIENA,280-0074-00
01ALN,280-0183-00,C/T INT-280-0183-00 SFP 1000BA,,NETWORK,OPTIC,|280-0183-00,1,0,1,370.02,370.02,1,,,CIENA,280-0183-00
01ALN,280-0692-00,SFP+ 9.95-11.3G 1310NM 10KM Z,,NETWORK,OPTIC,|280-0692-00,3,0,3,207.666667,623,1,,,CIENA,280-0692-00
01ALN,800-0091-01,MODULE MULTI-RATE OTN MUXPONDE,,NETWORK,MODULE,|800-0091-01,1,0,1,6495,6495,1,,,CIENA,800-0091-01
01ALN,800-0123-02,CARD PSW-618+ Z SERIES MFD,,NETWORK,CARD,|800-0123-02,5,0,5,8882.865,44414.33,1,,,CIENA,800-0123-02
01ALN,800-0138-02,CARD LME-10G10D MUXPONDER Z SE,,NETWORK,CARD,|800-0138-02,1,0,1,6895.53,6895.53,1,,,CIENA,800-0138-02
01ALN,910-0006-01,SHELF LGX Z SERIES MFD,,NETWORK,SHELF,|910-0006-01,3,0,3,1.083333,3.25,1,,,CIENA,910-0006-01
01ALN,910-0025-01,MODULE OPTICAL FIBER SWITCH OF,,NETWORK,MODULE,|910-0025-01,2,0,2,312.075,624.15,1,,,CIENA,910-0025-01
01ALN,910-0028-01,MODULE OPTICAL FIBER SWITCH OF,,NETWORK,MODULE,|910-0028-01,1,0,1,312.01,312.01,1,,,CIENA,910-0028-01
01ALN,950-0004-00,CARD LINE AMB Z SERIES MFD,,NETWORK,PIC,|950-0004-00,11,0,11,25.45,279.95,1,,,CIENA,950-0004-00
01ALN,950-0055-00,ATTENUATOR 5 DB Z SERIES MFD,,NETWORK,ATTENUATOR,|950-0055-00,2,0,2,12.48,24.96,1,,,CIENA,950-0055-00
01ALN,950-0155-00,CARD DCM FBG SMF-28 96CH 20KMM,,NETWORK,CARD,|950-0155-00,3,0,3,955.143333,2865.43,1,,,CIENA,950-0155-00
01ALN,950-0156-00,MODULE DCM FBG SMF-28 96CH 40K,,NETWORK,MODULE,|950-0156-00,1,0,1,955.15,955.15,1,,,CIENA,950-0156-00
01ALN,950-0157-00,MODULE DCM FBG SMF-28 96CH 60K,,NETWORK,MODULE,|950-0157-00,2,0,2,1114.335,2228.67,1,,,CIENA,950-0157-00
01ALN,950-0159-00,DCM FBG SMF-28 96CH 100KMKM Z,,NETWORK,CARD,|950-0159-00,1,0,1,1337.2,1337.2,1,,,CIENA,950-0159-00
01ALN,950-0188-01,KIT AIRFLOW Z SERIES MFD,,NETWORK,KIT,|950-0188-01,1,0,1,151.55,151.55,1,,,CIENA,950-0188-01
01ALN,FTRASSY4100ES,KIT START UP FOR 4100 ES BASEK,,NETWORK,KIT,|FTRASSY4100ES,2,0,2,45.25,90.5,1,,,FUJITSU,FTRASSY4100ES
01ALN,405000803,CAPACITOR KS20133 L125 16PF,,NETWORK,PIC,|405000803,15,0,15,64.95,974.25,01ALN,,,ALCATEL-LUCENT NORTH AMERICA,405000803
01ALN,EC-016973-A,ASSEMBLY PACK FAN W/CABLE,,NETWORK,MISC,|EC-016973-A,14,0,14,300,4200,1,,,AG COMMUNICATION SYSTEMS,EC-016973-A
01ALN,FB016478A,DETECTOR FAN FAIL GTD5 FFDE,,NETWORK,PIC,|FB016478A,11,0,11,150,1650,1,,,ALCATEL-LUCENT NORTH AMERICA,FB016478A
01ALU,MSDPCG,PIC DENSE PT CONCR PRNCD,,NETWORK,PIC,|MSDPCG,2,0,2,1,2,1,,,JUNIPER NETWORKS,MS-DPC-G
01ALU,SCBEMXSC,PIC SWITCH CONTROL PRNCD,,NETWORK,PIC,|SCBEMXSC,1,0,1,1,1,1,,,JUNIPER NETWORKS,SCBE-MX-S-C
01ALU,3EC16661BA,CARD DS3 NDW TERMINATION UNIT,,NETWORK,PIC,|3EC16661BA,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,3EC16661BA
01ALU,3EC16687AA-RF,PIC A7300 ALARM CONTROL UNIT,,NETWORK,PIC,|3EC16687AA-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,3EC16687AA
01ALU,3EC17382AA-RF,CARD ADSL 7300 12 LINE LT W/TE,,NETWORK,PIC,|3EC17382AA-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,3EC17382AA
01ALU,1223401L1REVF,PIC H4TU-C E220/220,,NETWORK,PIC,|1223401L1REVF,1,0,1,1,1,1,,,ADTRAN,1223401L1
01ALU,8271423MR5REVE,PIC 40G TRSPDR MX PRNCD MFD,,NETWORK,PIC,|8271423MR5REVE,5,0,5,1,5,1,,,TELLABS,82.71423M-R5
01SHN,ACX582SER3,PIC DC TP OP POWER SUPPLY,,NETWORK,PIC,|ACX582SER3,2,0,2,100,200,1,,,BIKOR INC,ACX582-SER-3
01SHN,AEK31,PIC PACK CKT,,NETWORK,PIC,|AEK31,1,0,1,550,550,1,,,ALCATEL-LUCENT NORTH AMERICA,AEK31
01SHN,AEK90-RF,CARD DS-1 REPEATER,,NETWORK,PIC,|AEK90-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,AEK90
01SHN,AHG34S2,PIC D4 CHAN BK RCVR UN,,NETWORK,PIC,|AHG34S2,1,0,1,30,30,1,,,ALCATEL-LUCENT NORTH AMERICA,AHG34
01SHN,AKM46B-RF,CARD DS1 INTERFACE,,NETWORK,PIC,|AKM46B-RF,2,0,2,150,300,1,,,ALCATEL-LUCENT NORTH AMERICA,AKM46B
01SHN,ASCM0176C02,CARD GFR222Q QPSK MODULATION M,,NETWORK,PIC,|ASCM0176C02,9,0,9,3165.38,28488.42,1,,,BIGBAND NETWORKS INC,ASCM0176C02
01SHN,ASCM0189A03-RF,CARD GFR222B QAM MODULATION,,NETWORK,PIC,|ASCM0189A03-RF,3,0,3,1580,4740,1,,,BIGBAND NETWORKS INC,ASCM0189A03
01SHN,AUA1S2,PIC SLC5 TRMT/RCV UN,,NETWORK,PIC,|AUA1S2,3,0,3,30,90,1,,,ALCATEL-LUCENT NORTH AMERICA,AUA1
01SHN,AUA114,CARD CHANNEL FUSE UNIT COT/RT,,NETWORK,PIC,|AUA114,2,0,2,80,160,1,,,ALCATEL-LUCENT NORTH AMERICA,AUA114
01SHN,AUA158I3REVC,CARD SLC 5 POTS CU RT,,NETWORK,PIC,|AUA158I3REVC,1,0,1,1,1,1,,,PULSECOM,AUA158I/3
01SHN,AUA21B-RF,CARD PACK CKT S1-S2,,NETWORK,PIC,|AUA21B-RF,2,0,2,206.27,412.54,1,,,ALCATEL-LUCENT NORTH AMERICA,AUA21B
01SHN,AUA293LCI2,PIC BAS RTE INTFC,,NETWORK,PIC,|AUA293LCI2,1,0,1,35,35,1,,,WESTELL,AUA293LCI2
01SHN,AUA41BS2,PIC SLC-5 4W SINGLE CHANNEL,,NETWORK,PIC,|AUA41BS2,2,0,2,40,80,1,,,WESTELL,AUA41B
01SHN,AUA53BS2,PIC SLC-5 CHANNEL UNIT,,NETWORK,PIC,|AUA53BS2,1,0,1,145,145,1,,,ALCATEL-LUCENT NORTH AMERICA,AUA53B
01SHN,AUA56S2,PIC SLC-5 INWARD DIAL UN,,NETWORK,PIC,|AUA56S2,4,0,4,25,100,1,,,ALCATEL-LUCENT NORTH AMERICA,AUA56
01SHN,A114412400,PIC 460 ACS DATA CHAN TERM,,NETWORK,PIC,|A114412400,1,0,1,503.76,503.76,1,,,DANTEL INC,A11-44124-00
01SHN,A124971202,PIC ETHERNET SWITCH,,NETWORK,PIC,|A124971202,12,0,12,877.63,10531.56,1,,,DANTEL INC,A12-49712-02
01SHN,A8240P10,PIC 2W DL PULS TERMG/GN,,NETWORK,PIC,|A8240P10,8,0,8,1,8,1,,,VERILINK,A8240-P10
01SHN,A90-31EE202D,NID ENCLOSURE 2POS 200MECH RJ4,,NETWORK,PIC,|A90-31EE202D,1,0,1,280.8,280.8,1,,,WESTELL,A90-31EE202D
01SHN,A90312182,ENCLOSURE SINGLE POS ANALOG W/,,NETWORK,PIC,|A90312182,1,0,1,1,1,1,,,WESTELL,A90-312182
01SHN,BBF1B-REV-B,DDM-2000 DS1 LS INTFC,,NETWORK,PIC,|BBF1B-REV-B,1,0,1,750,750,1,,,ALCATEL-LUCENT NORTH AMERICA,BBF1B
01SHN,BBF1BS10,PIC DS1 INTFC CP S9-10,,NETWORK,PIC,|BBF1BS10,1,0,1,372.84,372.84,1,,,ALCATEL-LUCENT NORTH AMERICA,BBF1B
01SHN,BBG4BS3,PIC DDM-2000 CKT PACK (S2-S3),,NETWORK,PIC,|BBG4BS3,1,0,1,40,40,1,,,ALCATEL-LUCENT NORTH AMERICA,BBG4B
01SHN,BLD3-S3-RF,CARD 8CH/60SEC 15A/16A ANN BLD,,NETWORK,PIC,|BLD3-S3-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,BLD3-S3
01SHN,BP3AM4CL-08-RF,XFP CWDM CH8 1471NM,,NETWORK,PIC,|BP3AM4CL-08-RF,1,0,1,570,570,1,,,BTI PHOTONIC SYSTEMS INC,BP3AM4CL-08
01SHN,CCA516G1,TELCO EDGELINK HUB M13,TELCO EDGELINK HUB M13 TRAFFIC,NETWORK,PIC,|CCA516G1,4,0,4,2625,10500,1,,,TELCO SYSTEMS,CCA516G1
01SHN,CC1091581845,PIC RECTIFIER QS862ATEZ HE 25A,,NETWORK,PIC,|CC1091581845,3,0,3,260,780,1,,,GE POWER ELECTRONICS,CC1091581845
01SHN,CNXC004AE,JUMPER CNX-5 30-IN FBR PTCH,,NETWORK,PIC,|CNXC004AE,8,0,8,80,640,1,,,CIENA,CNXC004AE
01SHN,CNXC005AA,JUMPER CNX-5 DS3 DATA FIBER PA,,NETWORK,PIC,|CNXC005AA,1,0,1,27.5,27.5,1,,,CIENA,CNXC005AA
01SHN,COSK0PPT20000,PIC XDSL LINE CARD DTA POTS PA,,NETWORK,PIC,|COSK0PPT20000,1,0,1,1,1,1,,,CORNING,COSK0PPT20000
01SHN,CSMN-AT1505,KIT 5150 10G UPGRADE,,NETWORK,PIC,|CSMN-AT1505,7,0,7,3008.8,21061.6,1,,,CIENA,CSMN-AT1505
01SHN,CSMN-AT3101,CT NID SMART FG 3931/AE/OAM/SE,,NETWORK,PIC,|CSMN-AT3101,32,0,32,1,32,1,,,CIENA,CSMN-AT3101
01SHN,CSMN-AT3103,CT-KIT 3931 FG  (4)MULTIMO,,NETWORK,PIC,|CSMN-AT3103,25,0,25,468,11700,1,,,CIENA,CSMN-AT3103
01SHN,CSMN-AT3401,CT NID SMART FG CN3940 DC PWR,,NETWORK,PIC,|CSMN-AT3401,1,0,1,4196,4196,1,,,CIENA,CSMN-AT3401
01SHN,CYEG60011ATAUD,PIC ATICS ANCMT UNIT,,NETWORK,PIC,|CYEG60011ATAUD,2,0,2,174,348,1,,,CONWAY ENGINEERING INC,CYEG-60011-AT-AUD
01SHN,CYEG60011ATGSU,PIC ATICS GRP SEL UNIT,,NETWORK,PIC,|CYEG60011ATGSU,2,0,2,174,348,1,,,CONWAY ENGINEERING INC,CYEG-60011-AT-GSU
01SHN,CYEG60011ATMLC,PIC ATICS MTCE UNIT,,NETWORK,PIC,|CYEG60011ATMLC,2,0,2,174,348,1,,,CONWAY ENGINEERING INC,CYEG-60011-AT-MLC
01SHN,CYEG60011ATPWR,PIC ATICS POWER UNIT,,NETWORK,PIC,|CYEG60011ATPWR,2,0,2,174,348,1,,,CONWAY ENGINEERING INC,CYEG-60011-AT-PWR
01SHN,C0200AVC222,PIC 48V PWR RECT 200W,,NETWORK,PIC,|C0200AVC222,2,0,2,200,400,1,,,ELTEK,C0200A-VC
01SHN,DCP3189,PIC CUST/DATA SERV UN,,NETWORK,PIC,|DCP3189,2,0,2,1,2,1,,,CRAY/DOWTY,DCP3189
01SHN,DCU101A-RF,CARD OPTICAL NETWORK SONET EQU,,NETWORK,PIC,|DCU101A-RF,12,0,12,95,1140,1,,,RELIABLE ELECTRIC,DCU101A
01SHN,DFT4002L1I2PCN01,PIC 4W EQD TRMSN ON D4 CH,,NETWORK,PIC,|DFT4002L1I2PCN01,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,DFT-4002-L1-I2-PCN001
01SHN,DNI5702LDI4,PIC DS1 NET INTFC CONN,,NETWORK,PIC,|DNI5702LDI4,2,0,2,53,106,1,,,WESTELL,DNI5702LD-I4
01SHN,DPC-SCB-BLANK,FACEPLATE COVER BLANK FOR MX D,,NETWORK,PIC,|DPC-SCB-BLANK,2,0,2,1,2,1,,,JUNIPER NETWORKS,DPC-SCB-BLANK
01SHN,DPCEX40GESFPQ,PIC 40-CG 1GE EDPC PRNCD,,NETWORK,PIC,|DPCEX40GESFPQ,4,0,4,24000,96000,1,,,JUNIPER NETWORKS,DPCE-X-40GE-SFP-Q
01SHN,DSX4H-SBRC-BA-RF,MODULE DSX3 RX STD-BNC 6-PORT,,NETWORK,PIC,|DSX4H-SBRC-BA-RF,2,0,2,75,150,1,,,COMMSCOPE,DSX-4H-SBRC-BA
01SHN,DSX4L-01R,CARD DSX3 6-PORT LCP-LCC W/ LO,,NETWORK,PIC,|DSX4L-01R,1,0,1,132.3,132.3,1,,,COMMSCOPE,DSX4L-01R
01SHN,DS3B1LDFC,MODULE CT531618 DS3 FBR LOOP C,,NETWORK,PIC,|DS3B1LDFC,1,0,1,200,200,1,,,COMMSCOPE,DS3-B1LDFC
01SHN,DTWA52802I2L49,PIC DIGL TERM 2 POS WL MTG,,NETWORK,PIC,|DTWA52802I2L49,62,0,62,45.26,2806.12,1,,,WESTELL,"DTWA-528-02I2,L4,9"
01SHN,DV270DVBEN0,ENCODER DV6000 SMPTE,,NETWORK,PIC,|DV270DVBEN0,3,0,3,1,3,1,,,FRONTIER COMMUNICATIONS,DV270DVBEN0
01SHN,DV6302RCQ,PIC DV6000 SM APD OPT RCVR,,NETWORK,PIC,|DV6302RCQ,1,0,1,800,800,1,,,"C-COR, INC",DV-6302-RCQ
01SHN,D3MBM2001,PIC DSX-3 X-CONN MOD BNC,,NETWORK,PIC,|D3MBM2001,1,0,1,65,65,1,,,TE CONNECTIVITY,D3M-BM2001
